timestamp,traffic_volume,temperature,weather_main,weather_description,congestion_level
2012-10-04 07:00:00,6990,280.57,Clear,sky is clear,High
2012-10-04 08:00:00,5985,281.86,Clear,sky is clear,High
2012-10-04 09:00:00,5309,284.98,Clear,sky is clear,High
2012-10-04 10:00:00,4603,289.18,Clear,sky is clear,Medium
2012-10-04 11:00:00,4884,291.55,Clear,sky is clear,Medium
2012-10-04 12:00:00,5104,294.97,Clear,sky is clear,High
2012-10-04 13:00:00,5178,296.38,Clear,sky is clear,High
2012-10-04 14:00:00,5501,297.32,Clear,sky is clear,High
2012-10-04 15:00:00,5713,298.17,Clear,sky is clear,High
2012-10-04 16:00:00,6292,298.06,Clouds,few clouds,High
2012-10-04 17:00:00,6057,297.67,Clouds,few clouds,High
2012-10-04 18:00:00,4907,296.36,Clouds,scattered clouds,Medium
2012-10-04 19:00:00,3503,293.85,Clouds,scattered clouds,Medium
2012-10-04 20:00:00,3037,292.43,Clouds,scattered clouds,Medium
2012-10-04 21:00:00,2822,291.77,Clouds,broken clouds,Medium
2012-10-04 22:00:00,1992,291.36,Clouds,broken clouds,Low
2012-10-04 23:00:00,1166,291.12,Clouds,broken clouds,Low
2012-10-05 00:00:00,627,290.63,Clouds,broken clouds,Low
2012-10-05 01:00:00,388,290.46,Clouds,scattered clouds,Low
2012-10-05 03:00:00,368,289.26,Clear,sky is clear,Low
2012-10-05 05:00:00,2489,283.21,Clouds,broken clouds,Medium
2012-10-05 06:00:00,5537,282.24,Clouds,overcast clouds,High
2012-10-05 07:00:00,6628,281.69,Clouds,overcast clouds,High
2012-10-05 08:00:00,5534,280.57,Clouds,overcast clouds,High
2012-10-05 09:00:00,5403,280.02,Clouds,broken clouds,High
2012-10-05 10:00:00,4770,280.11,Clouds,broken clouds,Medium
2012-10-05 11:00:00,5217,280.0,Clouds,overcast clouds,High
2012-10-05 12:00:00,5870,280.53,Clouds,overcast clouds,High
2012-10-05 13:00:00,5967,281.43,Clouds,broken clouds,High
2012-10-05 14:00:00,6108,281.78,Clouds,overcast clouds,High
2012-10-05 15:00:00,6128,281.91,Clouds,overcast clouds,High
2012-10-05 16:00:00,6069,281.73,Clouds,overcast clouds,High
2012-10-05 17:00:00,6169,281.42,Clouds,overcast clouds,High
2012-10-05 18:00:00,5384,280.87,Clouds,overcast clouds,High
2012-10-05 19:00:00,4063,280.15,Clouds,overcast clouds,Medium
2012-10-05 20:00:00,3364,279.78,Clouds,overcast clouds,Medium
2012-10-05 21:00:00,2971,279.65,Clouds,broken clouds,Medium
2012-10-05 22:00:00,2450,279.22,Clouds,scattered clouds,Medium
2012-10-05 23:00:00,1832,279.06,Clouds,scattered clouds,Low
2012-10-06 00:00:00,1231,278.81,Clouds,overcast clouds,Low
2012-10-06 01:00:00,718,278.55,Clouds,overcast clouds,Low
2012-10-06 02:00:00,545,278.59,Clouds,overcast clouds,Low
2012-10-06 04:00:00,411,276.99,Clouds,broken clouds,Low
2012-10-06 05:00:00,688,276.35,Clouds,few clouds,Low
2012-10-06 06:00:00,1352,275.4,Clear,sky is clear,Low
2012-10-06 07:00:00,2072,275.17,Clear,sky is clear,Medium
2012-10-06 08:00:00,3342,274.99,Clear,sky is clear,Medium
2012-10-06 09:00:00,4258,275.09,Clouds,scattered clouds,Medium
2012-10-06 10:00:00,4861,276.88,Clouds,few clouds,Medium
2012-10-06 11:00:00,5191,278.04,Clouds,few clouds,High
2012-10-06 12:00:00,5669,279.08,Clouds,scattered clouds,High
2012-10-06 13:00:00,5074,280.12,Clouds,broken clouds,High
2012-10-06 14:00:00,5025,280.25,Clouds,broken clouds,High
2012-10-06 15:00:00,5153,280.0,Clouds,broken clouds,High
2012-10-06 16:00:00,5024,279.06,Clouds,overcast clouds,High
2012-10-06 17:00:00,4779,278.91,Clouds,overcast clouds,Medium
2012-10-06 18:00:00,4362,278.39,Clouds,overcast clouds,Medium
2012-10-06 19:00:00,3860,278.16,Clouds,overcast clouds,Medium
2012-10-06 20:00:00,3160,278.16,Clouds,overcast clouds,Medium
2012-10-06 21:00:00,2992,277.93,Clouds,overcast clouds,Medium
2012-10-06 22:00:00,3202,276.9,Clouds,overcast clouds,Medium
2012-10-06 23:00:00,1941,276.34,Clouds,broken clouds,Low
2012-10-07 00:00:00,1233,276.11,Clouds,broken clouds,Low
2012-10-07 03:00:00,323,275.73,Clouds,overcast clouds,Low
2012-10-07 04:00:00,312,275.65,Clouds,overcast clouds,Low
2012-10-07 05:00:00,627,275.51,Clouds,broken clouds,Low
2012-10-07 06:00:00,1508,275.05,Clouds,overcast clouds,Low
2012-10-07 07:00:00,1539,274.77,Clouds,overcast clouds,Low
2012-10-07 08:00:00,2232,274.77,Clouds,broken clouds,Medium
2012-10-07 09:00:00,4568,275.55,Clouds,broken clouds,Medium
2012-10-07 10:00:00,4624,276.24,Clouds,broken clouds,Medium
2012-10-07 11:00:00,4529,277.01,Clouds,overcast clouds,Medium
2012-10-07 12:00:00,5139,277.43,Clouds,overcast clouds,High
2012-10-07 13:00:00,6640,278.45,Clouds,overcast clouds,High
2012-10-07 14:00:00,6589,279.27,Clouds,overcast clouds,High
2012-10-07 15:00:00,4429,279.27,Clouds,overcast clouds,Medium
2012-10-07 16:00:00,4329,279.44,Clouds,overcast clouds,Medium
2012-10-07 17:00:00,3833,279.32,Clouds,overcast clouds,Medium
2012-10-07 18:00:00,4015,279.27,Clouds,overcast clouds,Medium
2012-10-07 19:00:00,3382,278.11,Clouds,overcast clouds,Medium
2012-10-07 20:00:00,2815,276.79,Clouds,broken clouds,Medium
2012-10-07 21:00:00,2110,275.73,Clouds,overcast clouds,Medium
2012-10-07 22:00:00,1555,274.88,Clouds,broken clouds,Low
2012-10-07 23:00:00,959,273.92,Clouds,few clouds,Low
2012-10-08 00:00:00,455,273.08,Clouds,few clouds,Low
2012-10-08 01:00:00,336,272.62,Clouds,few clouds,Low
2012-10-08 02:00:00,265,271.78,Clear,sky is clear,Low
2012-10-08 03:00:00,314,271.05,Clear,sky is clear,Low
2012-10-08 04:00:00,779,270.63,Clear,sky is clear,Low
2012-10-08 05:00:00,2571,270.33,Clear,sky is clear,Medium
2012-10-08 06:00:00,5563,269.61,Clouds,few clouds,High
2012-10-08 07:00:00,6676,270.01,Clouds,few clouds,High
2012-10-08 08:00:00,5966,271.23,Clouds,few clouds,High
2012-10-08 09:00:00,4832,273.71,Clouds,few clouds,Medium
2012-10-08 10:00:00,4395,276.77,Clouds,few clouds,Medium
2012-10-08 11:00:00,4411,279.47,Clouds,few clouds,Medium
2012-10-08 12:00:00,4648,279.84,Clear,sky is clear,Medium
2012-10-08 13:00:00,4602,282.34,Clouds,scattered clouds,Medium
2012-10-08 14:00:00,5125,282.94,Clouds,scattered clouds,High
2012-10-08 15:00:00,5502,283.48,Clear,sky is clear,High
2012-10-08 16:00:00,5979,284.33,Clear,sky is clear,High
2012-10-08 17:00:00,5663,284.48,Clouds,scattered clouds,High
2012-10-08 18:00:00,4259,284.23,Clouds,scattered clouds,Medium
2012-10-08 19:00:00,3069,281.99,Clouds,few clouds,Medium
2012-10-08 20:00:00,2378,279.81,Clear,sky is clear,Medium
2012-10-08 21:00:00,2030,279.35,Clear,sky is clear,Medium
2012-10-08 22:00:00,1400,278.9,Clear,sky is clear,Low
2012-10-08 23:00:00,917,278.46,Clear,sky is clear,Low
2012-10-09 00:00:00,515,277.78,Clear,sky is clear,Low
2012-10-09 01:00:00,302,277.27,Clear,sky is clear,Low
2012-10-09 02:00:00,251,277.47,Clear,sky is clear,Low
2012-10-09 04:00:00,798,276.97,Clouds,few clouds,Low
2012-10-09 05:00:00,2678,276.52,Clouds,scattered clouds,Medium
2012-10-09 06:00:00,5733,276.6,Clouds,scattered clouds,High
2012-10-09 07:00:00,6449,277.31,Clouds,broken clouds,High
2012-10-09 08:00:00,5765,278.38,Clouds,overcast clouds,High
2012-10-09 09:00:00,5599,279.35,Clouds,overcast clouds,High
2012-10-09 10:00:00,4534,281.37,Clouds,overcast clouds,Medium
2012-10-09 11:00:00,4691,283.11,Clouds,overcast clouds,Medium
2012-10-09 12:00:00,5067,284.08,Clouds,broken clouds,High
2012-10-09 13:00:00,5030,285.14,Clouds,broken clouds,High
2012-10-09 14:00:00,5300,286.35,Clouds,overcast clouds,High
2012-10-09 15:00:00,5777,287.23,Rain,light rain,High
2012-10-09 16:00:00,6349,288.53,Clouds,overcast clouds,High
2012-10-09 17:00:00,6127,290.37,Clouds,overcast clouds,High
2012-10-09 18:00:00,4460,290.13,Clouds,overcast clouds,Medium
2012-10-09 19:00:00,3418,288.86,Clouds,broken clouds,Medium
2012-10-09 20:00:00,2775,287.36,Clouds,overcast clouds,Medium
2012-10-09 21:00:00,2306,285.11,Clouds,overcast clouds,Medium
2012-10-09 22:00:00,1846,283.46,Clouds,overcast clouds,Low
2012-10-09 23:00:00,947,282.45,Clouds,overcast clouds,Low
2012-10-10 00:00:00,494,281.88,Clouds,overcast clouds,Low
2012-10-10 01:00:00,332,281.78,Clouds,overcast clouds,Low
2012-10-10 02:00:00,261,281.09,Clouds,broken clouds,Low
2012-10-10 03:00:00,361,281.17,Clouds,overcast clouds,Low
2012-10-10 06:00:00,5875,281.25,Clear,sky is clear,High
2012-10-10 07:00:00,6793,281.25,Rain,light rain,High
2012-10-10 07:00:00,6793,281.25,Drizzle,light intensity drizzle,High
2012-10-10 08:00:00,6283,280.1,Rain,light rain,High
2012-10-10 08:00:00,6283,280.1,Drizzle,light intensity drizzle,High
2012-10-10 09:00:00,5680,279.61,Rain,light rain,High
2012-10-10 09:00:00,5680,279.61,Drizzle,light intensity drizzle,High
2012-10-10 10:00:00,4632,279.67,Clear,sky is clear,Medium
2012-10-10 11:00:00,4887,280.19,Clear,sky is clear,Medium
2012-10-10 12:00:00,5030,282.09,Clouds,broken clouds,High
2012-10-10 13:00:00,5067,282.26,Clouds,broken clouds,High
2012-10-10 14:00:00,5227,282.05,Clouds,overcast clouds,High
2012-10-10 15:00:00,5610,281.59,Clouds,overcast clouds,High
2012-10-10 16:00:00,6286,281.23,Clear,sky is clear,High
2012-10-10 18:00:00,4775,282.6,Clear,sky is clear,Medium
2012-10-10 19:00:00,3340,282.6,Clear,sky is clear,Medium
2012-10-10 20:00:00,3013,282.6,Clear,sky is clear,Medium
2012-10-10 21:00:00,2603,282.6,Clear,sky is clear,Medium
2012-10-10 22:00:00,1910,282.6,Clear,sky is clear,Low
2012-10-10 23:00:00,1037,282.6,Clear,sky is clear,Low
2012-10-11 01:00:00,347,273.9,Clear,sky is clear,Low
2012-10-11 03:00:00,350,274.4,Clouds,broken clouds,Low
2012-10-11 04:00:00,850,274.05,Clouds,broken clouds,Low
2012-10-11 05:00:00,2791,273.71,Clouds,scattered clouds,Medium
2012-10-11 06:00:00,5809,272.66,Clear,sky is clear,High
2012-10-11 07:00:00,6798,272.65,Clear,sky is clear,High
2012-10-11 08:00:00,6304,272.52,Clear,sky is clear,High
2012-10-11 09:00:00,5291,275.19,Clouds,few clouds,High
2012-10-11 10:00:00,4638,275.34,Clear,sky is clear,Medium
2012-10-11 14:00:00,5557,284.1,Clear,sky is clear,High
2012-10-11 15:00:00,5818,284.1,Clear,sky is clear,High
2012-10-11 16:00:00,6272,283.78,Clouds,broken clouds,High
2012-10-11 17:00:00,5944,283.52,Clouds,broken clouds,High
2012-10-11 18:00:00,4949,283.32,Clouds,overcast clouds,Medium
2012-10-11 19:00:00,3511,282.06,Clouds,overcast clouds,Medium
2012-10-11 20:00:00,3039,281.95,Clouds,overcast clouds,Medium
2012-10-11 21:00:00,2679,281.81,Clouds,overcast clouds,Medium
2012-10-11 22:00:00,2094,282.16,Clouds,overcast clouds,Medium
2012-10-11 23:00:00,1284,282.53,Clouds,overcast clouds,Low
2012-10-12 00:00:00,630,283.91,Clouds,overcast clouds,Low
2012-10-12 01:00:00,410,284.64,Clouds,overcast clouds,Low
2012-10-12 02:00:00,331,284.61,Clouds,overcast clouds,Low
2012-10-12 03:00:00,372,283.18,Drizzle,light intensity drizzle,Low
2012-10-12 04:00:00,739,282.26,Rain,light rain,Low
2012-10-12 05:00:00,2561,280.77,Drizzle,light intensity drizzle,Medium
2012-10-12 06:00:00,5586,278.53,Clouds,broken clouds,High
2012-10-12 07:00:00,6992,277.64,Clouds,broken clouds,High
2012-10-12 08:00:00,5860,277.9,Clouds,overcast clouds,High
2012-10-12 09:00:00,5230,278.18,Clouds,overcast clouds,High
2012-10-12 10:00:00,4864,279.29,Clouds,broken clouds,Medium
2012-10-12 11:00:00,5146,280.45,Clouds,broken clouds,High
2012-10-12 12:00:00,5526,280.95,Clouds,scattered clouds,High
2012-10-12 13:00:00,5383,281.74,Clouds,scattered clouds,High
2012-10-12 14:00:00,5758,281.84,Clouds,broken clouds,High
2012-10-12 15:00:00,5889,282.45,Clouds,broken clouds,High
2012-10-12 16:00:00,6057,282.2,Clouds,broken clouds,High
2012-10-12 17:00:00,6028,281.54,Clouds,scattered clouds,High
2012-10-12 18:00:00,5257,280.21,Clouds,few clouds,High
2012-10-12 23:00:00,1897,282.2,Clear,sky is clear,Low
2012-10-13 00:00:00,1335,272.58,Clear,sky is clear,Low
2012-10-13 01:00:00,769,272.06,Clear,sky is clear,Low
2012-10-13 02:00:00,570,270.99,Clear,sky is clear,Low
2012-10-13 03:00:00,413,270.29,Clouds,few clouds,Low
2012-10-13 04:00:00,399,269.48,Clear,sky is clear,Low
2012-10-13 05:00:00,740,269.27,Clear,sky is clear,Low
2012-10-13 06:00:00,1420,268.91,Clear,sky is clear,Low
2012-10-13 07:00:00,2220,268.98,Clouds,broken clouds,Medium
2012-10-13 08:00:00,3479,269.23,Clouds,scattered clouds,Medium
2012-10-13 09:00:00,4546,272.61,Clouds,scattered clouds,Medium
2012-10-13 10:00:00,4579,276.78,Clouds,few clouds,Medium
2012-10-13 11:00:00,4438,279.22,Clear,sky is clear,Medium
2012-10-13 12:00:00,4623,280.35,Clear,sky is clear,Medium
2012-10-13 13:00:00,4440,281.81,Clear,sky is clear,Medium
2012-10-13 14:00:00,4495,283.05,Clear,sky is clear,Medium
2012-10-13 15:00:00,4483,283.96,Clear,sky is clear,Medium
2012-10-13 16:00:00,4591,284.53,Clear,sky is clear,Medium
2012-10-13 17:00:00,4477,284.44,Clear,sky is clear,Medium
2012-10-13 18:00:00,4221,283.64,Clear,sky is clear,Medium
2012-10-13 19:00:00,3672,281.85,Clouds,few clouds,Medium
2012-10-13 20:00:00,3015,281.38,Clear,sky is clear,Medium
2012-10-13 21:00:00,2769,281.84,Clouds,broken clouds,Medium
2012-10-13 22:00:00,2875,282.23,Clouds,overcast clouds,Medium
2012-10-13 23:00:00,1931,282.18,Clouds,overcast clouds,Low
2012-10-14 00:00:00,1309,282.49,Clouds,overcast clouds,Low
2012-10-14 01:00:00,870,282.54,Clouds,overcast clouds,Low
2012-10-14 02:00:00,654,282.58,Clouds,overcast clouds,Low
2012-10-14 03:00:00,364,282.23,Clouds,overcast clouds,Low
2012-10-14 04:00:00,262,282.08,Clouds,overcast clouds,Low
2012-10-14 05:00:00,505,282.23,Clouds,overcast clouds,Low
2012-10-14 06:00:00,861,282.24,Clouds,overcast clouds,Low
2012-10-14 07:00:00,1132,282.24,Clouds,overcast clouds,Low
2012-10-14 08:00:00,1797,282.24,Mist,mist,Low
2012-10-14 09:00:00,2685,282.43,Drizzle,light intensity drizzle,Medium
2012-10-14 09:00:00,2685,282.43,Mist,mist,Medium
2012-10-14 09:00:00,2685,282.43,Haze,haze,Medium
2012-10-14 10:00:00,3370,282.33,Drizzle,light intensity drizzle,Medium
2012-10-14 10:00:00,3370,282.33,Mist,mist,Medium
2012-10-14 11:00:00,3662,282.82,Drizzle,light intensity drizzle,Medium
2012-10-14 11:00:00,3662,282.82,Mist,mist,Medium
2012-10-14 12:00:00,4076,283.33,Mist,mist,Medium
2012-10-14 12:00:00,4076,283.33,Rain,light rain,Medium
2012-10-14 12:00:00,4076,283.33,Drizzle,light intensity drizzle,Medium
2012-10-14 13:00:00,4128,283.75,Rain,light rain,Medium
2012-10-14 13:00:00,4128,283.75,Mist,mist,Medium
2012-10-14 13:00:00,4128,283.75,Drizzle,light intensity drizzle,Medium
2012-10-14 14:00:00,4358,284.09,Mist,mist,Medium
2012-10-14 14:00:00,4358,284.09,Rain,light rain,Medium
2012-10-14 14:00:00,4358,284.09,Drizzle,light intensity drizzle,Medium
2012-10-14 15:00:00,4342,284.55,Mist,mist,Medium
2012-10-14 15:00:00,4342,284.55,Rain,light rain,Medium
2012-10-14 16:00:00,4234,284.68,Mist,mist,Medium
2012-10-14 17:00:00,4271,284.64,Rain,light rain,Medium
2012-10-14 17:00:00,4271,284.64,Mist,mist,Medium
2012-10-14 18:00:00,4080,284.4,Mist,mist,Medium
2012-10-14 19:00:00,3453,284.17,Mist,mist,Medium
2012-10-14 20:00:00,2718,284.03,Mist,mist,Medium
2012-10-14 21:00:00,2439,283.58,Mist,mist,Medium
2012-10-14 22:00:00,1819,283.04,Mist,mist,Low
2012-10-14 23:00:00,1002,281.95,Mist,mist,Low
2012-10-14 23:00:00,1002,281.95,Fog,fog,Low
2012-10-15 00:00:00,542,281.61,Mist,mist,Low
2012-10-15 00:00:00,542,281.61,Fog,fog,Low
2012-10-15 01:00:00,303,281.57,Fog,fog,Low
2012-10-15 02:00:00,239,281.42,Fog,fog,Low
2012-10-15 03:00:00,335,281.29,Mist,mist,Low
2012-10-15 03:00:00,335,281.29,Fog,fog,Low
2012-10-15 04:00:00,810,281.02,Mist,mist,Low
2012-10-15 04:00:00,810,281.02,Fog,fog,Low
2012-10-15 05:00:00,2606,280.82,Mist,mist,Medium
2012-10-15 05:00:00,2606,280.82,Fog,fog,Medium
2012-10-15 06:00:00,5714,280.39,Mist,mist,High
2012-10-15 07:00:00,6798,280.19,Mist,mist,High
2012-10-15 08:00:00,6114,279.82,Mist,mist,High
2012-10-15 09:00:00,5094,279.75,Mist,mist,High
2012-10-15 10:00:00,4473,280.07,Mist,mist,Medium
2012-10-15 11:00:00,4529,280.32,Clouds,overcast clouds,Medium
2012-10-15 12:00:00,4823,281.72,Clear,sky is clear,Medium
2012-10-15 13:00:00,4872,284.01,Clouds,scattered clouds,Medium
2012-10-15 14:00:00,5238,285.88,Clear,sky is clear,High
2012-10-15 15:00:00,5584,286.87,Clear,sky is clear,High
2012-10-15 16:00:00,6246,287.6,Clouds,few clouds,High
2012-10-15 17:00:00,5957,287.27,Clouds,few clouds,High
2012-10-15 18:00:00,4535,286.18,Clouds,few clouds,Medium
2012-10-15 19:00:00,3234,285.2,Clouds,broken clouds,Medium
2012-10-15 20:00:00,2677,284.68,Clouds,broken clouds,Medium
2012-10-15 21:00:00,2077,284.49,Clouds,overcast clouds,Medium
2012-10-15 22:00:00,1380,283.54,Clouds,few clouds,Low
2012-10-15 23:00:00,927,282.33,Clouds,broken clouds,Low
2012-10-16 00:00:00,500,281.21,Clouds,few clouds,Low
2012-10-16 01:00:00,324,279.87,Clear,sky is clear,Low
2012-10-16 02:00:00,257,278.93,Clear,sky is clear,Low
2012-10-16 03:00:00,354,277.91,Clear,sky is clear,Low
2012-10-16 04:00:00,769,277.21,Clear,sky is clear,Low
2012-10-16 05:00:00,2769,276.61,Clear,sky is clear,Medium
2012-10-16 06:00:00,5789,276.11,Clear,sky is clear,High
2012-10-16 07:00:00,7055,274.81,Clouds,few clouds,High
2012-10-16 08:00:00,6408,274.99,Clouds,few clouds,High
2012-10-16 09:00:00,5254,277.91,Clouds,few clouds,High
2012-10-16 10:00:00,4547,280.71,Clouds,few clouds,Medium
2012-10-16 11:00:00,4784,283.85,Clouds,few clouds,Medium
2012-10-16 12:00:00,5015,286.01,Clouds,scattered clouds,High
2012-10-16 13:00:00,5057,286.31,Clear,sky is clear,High
2012-10-16 14:00:00,5430,288.15,Clouds,broken clouds,High
2012-10-16 15:00:00,5813,289.15,Clouds,broken clouds,High
2012-10-16 16:00:00,6496,288.99,Clouds,broken clouds,High
2012-10-16 17:00:00,6429,288.86,Clouds,broken clouds,High
2012-10-16 18:00:00,5142,288.16,Clouds,overcast clouds,High
2012-10-16 19:00:00,3311,287.28,Rain,light rain,Medium
2012-10-16 20:00:00,2777,287.04,Clouds,overcast clouds,Medium
2012-10-16 21:00:00,2331,286.9,Clouds,overcast clouds,Medium
2012-10-16 22:00:00,1767,287.09,Clouds,overcast clouds,Low
2012-10-16 23:00:00,1093,287.09,Clouds,overcast clouds,Low
2012-10-17 00:00:00,554,286.89,Clouds,broken clouds,Low
2012-10-17 01:00:00,333,286.93,Clouds,broken clouds,Low
2012-10-17 02:00:00,267,286.93,Clouds,overcast clouds,Low
2012-10-17 03:00:00,358,287.07,Clouds,overcast clouds,Low
2012-10-17 04:00:00,777,286.56,Clouds,broken clouds,Low
2012-10-17 05:00:00,2732,285.91,Clouds,overcast clouds,Medium
2012-10-17 06:00:00,5637,285.29,Clouds,overcast clouds,High
2012-10-17 07:00:00,5564,284.92,Clouds,broken clouds,High
2012-10-17 08:00:00,6274,285.35,Clouds,broken clouds,High
2012-10-17 09:00:00,5403,285.72,Rain,proximity shower rain,High
2012-10-17 09:00:00,5403,285.72,Rain,light rain,High
2012-10-17 10:00:00,4680,287.09,Clouds,broken clouds,Medium
2012-10-17 11:00:00,4642,288.31,Clouds,broken clouds,Medium
2012-10-17 12:00:00,4979,288.61,Clear,sky is clear,Medium
2012-10-17 13:00:00,4851,290.32,Clear,sky is clear,Medium
2012-10-17 14:00:00,4291,291.36,Clear,sky is clear,Medium
2012-10-17 15:00:00,4714,292.01,Clear,sky is clear,Medium
2012-10-17 16:00:00,6723,292.61,Clear,sky is clear,High
2012-10-17 17:00:00,6180,292.65,Clear,sky is clear,High
2012-10-17 18:00:00,4843,290.52,Clouds,scattered clouds,Medium
2012-10-17 19:00:00,3435,288.35,Clouds,scattered clouds,Medium
2012-10-17 20:00:00,2921,286.72,Clouds,scattered clouds,Medium
2012-10-17 21:00:00,2763,285.49,Clouds,scattered clouds,Medium
2012-10-17 22:00:00,1930,284.22,Clouds,few clouds,Low
2012-10-17 23:00:00,1160,283.8,Clouds,few clouds,Low
2012-10-18 00:00:00,654,283.72,Clouds,few clouds,Low
2012-10-18 01:00:00,374,282.8,Clouds,scattered clouds,Low
2012-10-18 02:00:00,301,282.32,Mist,mist,Low
2012-10-18 03:00:00,397,282.38,Mist,mist,Low
2012-10-18 04:00:00,794,282.76,Clouds,overcast clouds,Low
2012-10-18 05:00:00,2564,282.88,Mist,mist,Medium
2012-10-18 06:00:00,5358,284.18,Clouds,broken clouds,High
2012-10-18 07:00:00,6441,284.69,Clouds,overcast clouds,High
2012-10-18 08:00:00,5536,285.0,Clouds,overcast clouds,High
2012-10-18 09:00:00,5256,286.9,Rain,light rain,High
2012-10-18 10:00:00,4619,288.35,Clouds,overcast clouds,Medium
2012-10-18 11:00:00,5107,289.59,Clouds,overcast clouds,High
2012-10-18 12:00:00,5147,288.27,Rain,light rain,High
2012-10-18 13:00:00,5283,286.41,Clouds,overcast clouds,High
2012-10-18 14:00:00,5704,285.96,Clouds,overcast clouds,High
2012-10-18 15:00:00,5887,287.04,Clouds,overcast clouds,High
2012-10-18 16:00:00,6307,287.18,Clouds,overcast clouds,High
2012-10-18 17:00:00,5953,286.94,Clouds,overcast clouds,High
2012-10-18 18:00:00,4519,286.01,Clouds,overcast clouds,Medium
2012-10-18 19:00:00,3427,284.67,Drizzle,light intensity drizzle,Medium
2012-10-18 20:00:00,2921,283.44,Rain,light rain,Medium
2012-10-18 21:00:00,2649,282.51,Drizzle,light intensity drizzle,Medium
2012-10-18 22:00:00,2005,281.9,Clouds,overcast clouds,Medium
2012-10-18 23:00:00,1177,281.85,Clouds,overcast clouds,Low
2012-10-19 00:00:00,699,281.28,Clouds,overcast clouds,Low
2012-10-19 01:00:00,436,280.97,Mist,mist,Low
2012-10-19 02:00:00,353,280.44,Drizzle,light intensity drizzle,Low
2012-10-19 02:00:00,353,280.44,Mist,mist,Low
2012-10-19 03:00:00,399,280.02,Mist,mist,Low
2012-10-19 04:00:00,720,279.79,Drizzle,light intensity drizzle,Low
2012-10-19 04:00:00,720,279.79,Mist,mist,Low
2012-10-19 04:00:00,720,279.79,Rain,light rain,Low
2012-10-19 04:00:00,720,279.79,Drizzle,drizzle,Low
2012-10-19 05:00:00,2370,279.74,Mist,mist,Medium
2012-10-19 05:00:00,2370,279.74,Rain,light rain,Medium
2012-10-19 06:00:00,5162,279.65,Drizzle,light intensity drizzle,High
2012-10-19 06:00:00,5162,279.65,Mist,mist,High
2012-10-19 06:00:00,5162,279.65,Rain,light rain,High
2012-10-19 07:00:00,5777,279.45,Mist,mist,High
2012-10-19 07:00:00,5777,279.45,Rain,moderate rain,High
2012-10-19 08:00:00,5235,279.22,Drizzle,light intensity drizzle,High
2012-10-19 08:00:00,5235,279.22,Mist,mist,High
2012-10-19 08:00:00,5235,279.22,Rain,light rain,High
