ID,Severity,Start_Time,Start_Lat,Start_Lng,Distance(mi),Traffic_Signal,Sunrise_Sunset
A-79,2,2016-02-10 08:08:36,40.008995,-83.002678,0.0,False,Day
A-80,2,2016-02-10 08:11:22,39.077332,-84.225014,0.0,False,Day
A-81,2,2016-02-10 08:50:54,39.955452,-82.795845,0.01,False,Day
A-82,3,2016-02-10 09:03:53,40.224586,-82.929085,0.01,False,Day
A-83,3,2016-02-10 09:42:04,39.976398,-83.119225,0.01,False,Day
A-84,3,2016-02-10 10:38:58,39.98560300000001,-82.939247,0.01,False,Day
A-85,3,2016-02-10 17:10:00,41.040714,-81.61314399999998,0.01,False,Day
A-86,3,2016-02-10 18:09:00,41.083679,-81.579002,1.28,False,Night
A-87,3,2016-02-10 18:41:44,40.766891,-82.42411,0.01,False,Night
A-88,3,2016-02-11 05:32:29,41.422199,-81.843018,0.01,False,Night
A-89,3,2016-02-11 05:30:51,41.063995,-81.57294499999998,0.01,False,Night
A-90,2,2016-02-11 06:10:07,39.747753,-84.20558199999998,0.01,False,Night
A-91,2,2016-02-11 06:20:28,38.99408,-84.142021,0.01,False,Night
A-92,3,2016-02-11 06:29:00,41.420818,-81.694008,0.01,False,Night
A-93,2,2016-02-11 07:17:58,40.030342,-83.030197,0.01,True,Night
A-94,2,2016-02-11 07:18:39,39.858089,-82.827904,0.01,False,Night
A-95,3,2016-02-11 07:21:55,41.112324,-81.60992399999998,0.01,False,Night
A-96,2,2016-02-11 07:28:16,39.994061,-82.729416,0.01,False,Day
A-97,3,2016-02-11 07:29:06,41.355396,-81.81926700000002,0.01,False,Day
A-98,2,2016-02-11 07:53:55,39.687389,-84.23796800000002,0.0,False,Day
A-99,2,2016-02-11 08:07:02,39.751038,-84.214325,0.01,False,Day
A-100,2,2016-02-11 08:13:24,39.749916,-84.139359,0.01,False,Day
A-101,2,2016-02-11 08:23:17,39.97509,-82.88460500000002,0.01,True,Day
A-102,2,2016-02-11 08:34:14,40.11195,-83.016663,0.48,False,Day
A-103,3,2016-02-11 08:29:21,41.424313,-81.57914,0.01,False,Day
A-104,2,2016-02-11 09:16:13,39.691864,-84.211166,0.0,False,Day
A-105,2,2016-02-11 09:16:13,39.769173,-84.20728299999998,0.0,True,Day
A-106,2,2016-02-11 09:31:23,39.75452,-84.159279,0.01,False,Day
A-107,3,2016-02-11 09:37:31,39.874947,-83.003937,0.01,False,Day
A-108,2,2016-02-11 09:46:39,39.769596,-84.176964,0.01,False,Day
A-109,2,2016-02-11 10:48:29,39.776417,-84.23026999999998,0.0,False,Day
A-110,2,2016-02-11 10:53:56,39.64185,-84.227455,0.0,False,Day
A-111,2,2016-02-11 11:21:42,39.76028400000001,-84.196434,0.01,True,Day
A-112,2,2016-02-11 12:24:45,39.802528,-84.220093,0.01,False,Day
A-113,2,2016-02-11 12:24:18,39.828781,-84.19839499999998,0.01,True,Day
A-114,2,2016-02-11 13:44:46,39.733337,-84.180359,0.01,True,Day
A-115,2,2016-02-11 14:16:49,39.759426,-84.138367,0.01,False,Day
A-116,2,2016-02-11 15:34:06,39.78361500000001,-84.227531,0.0,False,Day
A-117,2,2016-02-11 16:34:27,39.74004,-84.194923,0.01,True,Day
A-118,3,2016-02-11 17:10:00,39.735199,-84.204948,0.01,False,Day
A-119,2,2016-02-11 18:27:00,39.749035,-84.20474200000002,0.01,False,Night
A-120,3,2016-02-11 19:11:00,39.969223,-82.984131,0.01,False,Night
A-121,3,2016-02-11 19:22:00,39.995369,-82.985085,0.01,False,Night
A-122,3,2016-02-11 20:48:00,39.744873,-84.205025,0.01,False,Night
A-123,2,2016-02-12 16:16:51,39.749786,-84.199493,0.0,True,Day
A-124,2,2016-02-12 16:42:52,39.780331,-84.195076,0.01,False,Day
A-125,3,2016-02-12 17:47:41,40.109928,-82.97820300000002,1.67,False,Day
A-126,3,2016-02-12 20:04:00,40.11195,-83.016663,0.94,False,Night
A-127,3,2016-02-12 20:12:00,40.112156,-83.035072,0.94,False,Night
A-128,3,2016-02-12 20:41:00,39.871761,-82.933449,2.79,False,Night
A-129,3,2016-02-12 23:48:00,39.934517,-82.86065699999997,0.01,False,Night
A-130,3,2016-02-13 11:05:00,40.02404,-82.99479699999998,0.01,False,Day
A-131,3,2016-02-13 11:05:21,41.014015,-81.932777,0.01,False,Day
A-132,2,2016-02-13 11:17:01,40.575069,-82.528145,0.01,False,Day
A-133,3,2016-02-13 11:25:42,39.996578,-84.21680500000002,0.01,False,Day
A-134,3,2016-02-13 12:56:31,39.986324,-82.985458,0.01,False,Day
A-135,3,2016-02-13 12:55:47,40.013062,-82.90213,0.01,False,Day
A-136,3,2016-02-14 10:13:00,39.981709,-82.98436,0.01,False,Day
A-137,3,2016-02-14 10:49:23,39.953022,-82.99889399999998,0.01,False,Day
A-138,3,2016-02-14 10:41:57,39.973812,-82.983162,0.01,False,Day
A-139,3,2016-02-14 18:15:23,39.978306,-82.852554,0.01,False,Night
A-140,3,2016-02-14 19:17:01,39.917412,-83.014236,0.01,False,Night
A-141,2,2016-02-15 04:53:47,39.469582,-83.712799,0.01,False,Night
A-142,2,2016-02-15 05:22:00,39.63958,-84.234818,0.01,False,Night
A-143,3,2016-02-15 05:42:25,39.975986,-82.996307,0.71,False,Night
A-144,3,2016-02-15 06:36:00,39.951401,-83.040161,0.01,False,Night
A-145,2,2016-02-15 07:02:39,39.96888,-83.022263,2.04,False,Night
A-146,3,2016-02-15 07:17:51,39.804295,-84.178917,0.01,False,Night
A-147,2,2016-02-15 07:15:56,39.831444,-84.097267,0.0,False,Night
A-148,3,2016-02-15 07:07:00,39.890587,-83.03538499999998,0.01,False,Night
A-149,3,2016-02-15 07:23:58,39.770977,-84.183914,0.01,False,Night
A-150,2,2016-02-15 07:28:24,39.808121,-84.173477,0.01,False,Night
A-151,2,2016-02-15 07:37:49,41.410461,-81.725853,0.0,False,Day
A-152,3,2016-02-15 07:46:58,39.747753,-84.20558199999998,0.01,False,Day
A-153,3,2016-02-15 07:52:29,39.6395,-84.23136099999998,0.01,False,Day
A-154,2,2016-02-15 08:00:58,39.94537,-82.88744399999999,0.01,True,Day
A-155,2,2016-02-15 08:11:33,39.79813,-84.24479699999998,0.01,True,Day
A-156,2,2016-02-15 08:10:15,40.081715,-82.89576,0.01,True,Day
A-157,2,2016-02-15 08:15:01,41.111031,-81.550728,0.0,False,Day
A-158,2,2016-02-15 08:31:47,40.082016,-82.937119,0.01,True,Day
A-159,2,2016-02-15 08:39:04,39.763363,-84.15535,0.0,False,Day
A-160,2,2016-02-15 11:31:02,39.740063,-84.191833,0.01,True,Day
A-161,2,2016-02-15 12:30:47,39.99876,-82.625221,0.01,False,Day
A-162,2,2016-02-15 12:34:50,39.740063,-84.191833,0.01,True,Day
A-163,2,2016-02-15 12:53:44,39.99519,-82.86859100000002,0.01,True,Day
A-164,1,2016-02-15 17:22:10,41.395805,-81.935562,0.0,False,Day
A-165,2,2016-02-15 18:27:18,39.887058,-82.883263,0.01,True,Night
A-166,3,2016-02-15 19:37:18,39.824703,-83.141228,0.01,False,Night
A-167,2,2016-02-15 21:09:25,40.977516,-82.790749,0.0,False,Night
A-168,3,2016-02-16 04:05:51,40.11195,-83.016663,0.01,False,Night
A-169,3,2016-02-16 04:32:29,41.150993,-81.631393,0.01,False,Night
A-170,3,2016-02-16 05:22:24,39.824703,-83.141228,0.01,False,Night
A-171,2,2016-02-16 05:37:52,39.885872,-82.806198,0.0,False,Night
A-172,3,2016-02-16 06:05:20,40.11195,-83.016663,0.01,False,Night
A-173,3,2016-02-16 06:17:32,40.09917100000001,-83.134499,0.01,False,Night
A-174,2,2016-02-16 06:32:55,40.012829,-83.109131,0.01,True,Night
A-175,2,2016-02-16 06:29:15,40.048183,-82.945183,0.01,False,Night
A-176,2,2016-02-16 06:39:15,39.77792,-84.246872,0.0,False,Night
A-177,3,2016-02-16 06:34:11,39.917412,-83.014236,1.65,False,Night
A-178,3,2016-02-16 06:47:00,41.313236,-81.810959,0.01,False,Night
A-179,2,2016-02-16 06:50:07,39.691998,-84.043655,0.01,False,Night
A-180,2,2016-02-16 06:50:44,39.852417,-82.93860600000002,0.01,True,Night
A-181,3,2016-02-16 07:02:31,39.956909,-83.044914,0.01,False,Night
A-182,2,2016-02-16 07:10:35,39.602947,-82.951836,0.01,False,Night
A-183,2,2016-02-16 07:12:17,39.89188400000001,-83.087547,0.01,False,Night
A-184,2,2016-02-16 07:29:07,39.78508400000001,-84.210564,0.01,True,Day
A-185,3,2016-02-16 07:52:41,40.1105,-82.977524,0.01,False,Day
A-186,2,2016-02-16 07:55:23,40.757088,-82.50975,0.01,False,Day
A-187,3,2016-02-16 07:56:09,41.063995,-81.57294499999998,0.01,False,Day
A-188,3,2016-02-16 07:58:47,40.004749,-82.867638,0.01,False,Day
A-189,2,2016-02-16 08:13:51,40.033955,-83.000862,0.01,False,Day
A-190,2,2016-02-16 08:20:32,38.929512,-83.495262,1.65,False,Day
A-191,3,2016-02-16 08:26:30,39.973419,-83.081558,0.01,False,Day
A-192,2,2016-02-16 08:36:20,39.797958,-84.255135,0.01,True,Day
A-193,3,2016-02-16 08:42:17,40.057369,-82.903717,0.01,False,Day
A-194,2,2016-02-16 08:41:46,39.847927,-82.848274,0.01,False,Day
A-195,2,2016-02-16 08:57:31,40.051949,-83.03280600000002,0.01,False,Day
A-196,2,2016-02-16 10:03:00,40.051949,-83.03280600000002,0.01,False,Day
A-197,2,2016-02-16 10:58:52,39.772823,-84.135612,0.0,False,Day
A-198,2,2016-02-16 11:12:18,39.673203,-84.221886,0.01,True,Day
A-199,2,2016-02-16 11:11:35,39.76244000000001,-84.20506999999998,0.01,True,Day
A-200,2,2016-02-16 11:10:17,39.79166,-84.169342,0.0,False,Day
A-201,2,2016-02-16 11:11:03,39.72757,-84.13549,0.0,False,Day
A-202,3,2016-02-16 11:32:10,40.09917100000001,-83.134499,0.01,False,Day
A-203,3,2016-02-16 13:46:09,38.455898,-81.93562299999998,0.01,False,Day
A-204,2,2016-02-16 14:02:11,39.764778,-84.177193,0.01,True,Day
A-205,3,2016-02-16 16:47:00,40.016014,-82.903442,0.01,False,Day
A-206,2,2016-02-17 05:31:16,39.686901,-83.911812,0.01,True,Night
A-207,2,2016-02-17 05:45:55,39.74403,-84.214638,0.01,False,Night
A-208,2,2016-02-17 06:27:01,39.955738,-83.002953,0.01,True,Night
A-209,2,2016-02-17 06:32:23,38.98587,-84.052551,0.01,False,Night
A-210,2,2016-02-17 06:44:13,41.12336,-81.652626,0.01,False,Night
A-211,3,2016-02-17 07:10:58,41.403664,-82.13942,0.01,False,Night
A-212,3,2016-02-17 07:14:08,39.719009,-84.21461500000002,0.01,False,Night
A-213,3,2016-02-17 07:22:56,41.063995,-81.57294499999998,0.01,False,Day
A-214,2,2016-02-17 07:29:02,39.741764,-84.209923,0.0,False,Day
A-215,3,2016-02-17 07:30:19,39.933804,-82.78944399999997,0.01,False,Day
A-216,2,2016-02-17 07:40:55,39.673203,-84.221886,0.01,True,Day
A-217,2,2016-02-17 07:39:25,38.997852,-84.043739,1.73,False,Day
A-218,2,2016-02-17 07:43:28,40.080402,-82.87745699999998,0.01,False,Day
A-219,3,2016-02-17 07:52:09,41.04023,-81.608711,0.01,False,Day
A-220,2,2016-02-17 08:02:55,39.749664,-84.201012,0.0,False,Day
A-221,2,2016-02-17 08:04:44,39.749916,-84.139359,0.01,False,Day
A-222,3,2016-02-17 07:49:00,41.039204,-81.631744,0.01,False,Day
A-223,2,2016-02-17 08:17:11,40.993484,-82.03600300000002,0.0,False,Day
A-224,3,2016-02-17 08:28:56,41.407391,-81.64676700000003,0.01,False,Day
A-225,2,2016-02-17 08:33:39,39.732441,-84.224243,0.01,False,Day
A-226,3,2016-02-17 08:59:18,39.773193,-84.187454,0.01,False,Day
A-227,2,2016-02-17 10:00:29,39.792931,-84.215195,0.01,False,Day
A-228,3,2016-02-17 10:19:04,39.948299,-82.047081,0.01,False,Day
A-229,2,2016-02-17 10:32:29,39.67263,-84.216522,0.0,False,Day
A-230,2,2016-02-17 10:22:00,41.172302,-83.64917,0.01,False,Day
A-231,2,2016-02-17 12:57:34,39.615208,-84.22731800000003,0.01,True,Day
A-232,2,2016-02-17 13:25:09,39.790604,-84.25140400000002,0.01,False,Day
A-233,2,2016-02-17 17:17:12,39.968788,-83.003754,0.0,True,Day
A-234,2,2016-02-18 04:25:02,39.905334,-82.968689,0.01,False,Night
A-235,2,2016-02-18 05:46:52,39.855103,-84.183678,0.01,True,Night
A-236,2,2016-02-18 06:27:59,41.414131,-81.632141,0.01,True,Night
A-237,3,2016-02-18 07:00:26,39.933804,-82.78944399999997,0.01,False,Night
A-238,3,2016-02-18 07:47:17,41.063995,-81.57294499999998,0.01,False,Day
A-239,3,2016-02-18 07:51:15,39.75782,-83.303154,0.01,False,Day
A-240,3,2016-02-18 07:49:43,41.42181,-81.734482,0.01,False,Day
A-241,3,2016-02-18 07:55:22,41.422199,-81.843018,0.01,False,Day
A-242,3,2016-02-18 07:50:11,39.819839,-84.189087,0.01,False,Day
A-243,2,2016-02-18 08:01:09,39.745735,-84.120644,0.01,False,Day
A-244,3,2016-02-18 08:00:26,40.004749,-82.867638,0.01,False,Day
A-245,2,2016-02-18 08:15:01,39.626396,-84.20768699999998,0.01,False,Day
A-246,2,2016-02-18 08:12:56,39.761005,-84.15855400000002,0.01,False,Day
A-247,2,2016-02-18 08:15:59,39.765377,-84.155914,0.0,False,Day
A-248,3,2016-02-18 08:20:00,39.936871,-82.936317,0.01,False,Day
A-249,3,2016-02-18 08:22:38,41.420666,-81.81644399999998,0.01,False,Day
A-250,2,2016-02-18 08:29:38,39.607605,-84.15598299999998,0.0,False,Day
A-251,2,2016-02-18 08:37:28,39.819809,-84.18710300000002,0.0,True,Day
A-252,3,2016-02-18 08:39:27,41.371895,-81.820786,0.01,False,Day
A-253,2,2016-02-18 08:48:51,39.999187,-83.075813,0.01,True,Day
A-254,2,2016-02-18 08:51:29,39.741695,-84.163101,0.0,False,Day
A-255,3,2016-02-18 09:00:07,39.917412,-83.014236,0.01,False,Day
A-256,2,2016-02-18 09:03:24,41.423275,-81.76001,0.01,True,Day
A-257,3,2016-02-18 09:25:10,39.993843,-82.985054,0.01,False,Day
A-258,3,2016-02-18 09:22:26,41.36974,-81.821457,0.01,False,Day
A-259,3,2016-02-18 09:26:39,41.420506,-81.816078,0.01,False,Day
A-260,3,2016-02-18 09:26:00,41.407391,-81.64676700000003,0.01,False,Day
A-261,2,2016-02-18 09:45:05,39.869961,-84.137642,0.01,False,Day
A-262,3,2016-02-18 10:15:59,39.75782,-83.303154,0.01,False,Day
A-263,3,2016-02-18 11:27:16,39.84182,-84.18960600000003,0.01,True,Day
A-264,2,2016-02-18 13:44:49,39.695045,-84.10419499999998,0.0,False,Day
A-265,2,2016-02-18 15:31:55,39.754223,-84.224075,0.01,True,Day
A-266,2,2016-02-18 15:46:33,39.759544,-84.191811,0.01,True,Day
A-267,2,2016-02-18 15:46:10,39.755566,-84.180534,0.01,False,Day
A-268,3,2016-02-18 16:40:55,39.960938,-84.189583,0.01,False,Day
A-269,2,2016-02-18 16:43:30,39.609039,-84.155869,0.0,False,Day
A-270,3,2016-02-18 17:16:50,39.953472,-82.960274,0.01,False,Day
A-271,2,2016-02-18 17:24:32,40.106297,-83.036079,0.01,False,Day
A-272,2,2016-02-19 04:22:53,39.812687,-84.22734799999998,0.01,True,Night
A-273,2,2016-02-19 04:23:43,39.724258,-84.213142,0.01,False,Night
A-274,2,2016-02-19 05:00:42,39.929554,-82.995773,0.01,False,Night
A-275,3,2016-02-19 05:24:23,39.976398,-83.119225,0.01,False,Night
A-276,2,2016-02-19 06:08:10,39.915928,-82.98246800000003,0.01,False,Night
A-277,2,2016-02-19 06:33:33,39.009884,-84.173073,0.01,True,Night
A-278,2,2016-02-19 06:36:02,39.737701,-84.134987,0.0,False,Night
A-279,2,2016-02-19 07:06:51,39.974285,-82.961174,0.0,True,Night
A-280,2,2016-02-19 07:23:09,40.152611,-82.686996,0.01,False,Day
A-281,2,2016-02-19 07:39:56,39.786629,-84.18869000000002,0.01,True,Day
A-282,2,2016-02-19 07:38:00,40.016937,-83.156601,0.01,True,Day
A-283,2,2016-02-19 07:51:29,40.003746,-83.15389300000002,0.01,True,Day
A-284,3,2016-02-19 07:52:38,39.736061,-84.093002,0.01,False,Day
A-285,2,2016-02-19 08:05:52,41.375961,-83.647453,0.0,False,Day
A-286,3,2016-02-19 08:18:42,39.953648,-82.960373,0.01,False,Day
A-287,2,2016-02-19 08:28:12,39.767757,-84.231712,0.0,False,Day
A-288,2,2016-02-19 08:32:47,39.800312,-84.218811,0.0,False,Day
A-289,2,2016-02-19 08:58:38,39.754055,-84.17588,0.01,False,Day
A-290,2,2016-02-19 10:24:05,39.712257,-84.201782,0.0,False,Day
A-291,2,2016-02-19 11:23:40,39.759201,-84.149101,0.0,False,Day
A-292,2,2016-02-19 11:45:16,39.759472,-84.243698,0.0,False,Day
A-293,2,2016-02-19 11:37:32,39.797668,-84.217506,0.01,False,Day
A-294,2,2016-02-19 11:29:02,39.763664,-84.193298,0.01,True,Day
A-295,2,2016-02-19 11:38:14,39.758121,-84.191414,0.01,True,Day
A-296,3,2016-02-19 11:27:47,40.266499,-82.927544,0.01,False,Day
A-297,2,2016-02-19 15:12:04,40.099384,-83.155396,0.01,False,Day
A-298,2,2016-02-19 15:15:38,39.981926,-83.046265,0.01,False,Day
A-299,2,2016-02-19 15:30:32,39.786633,-84.170837,0.01,True,Day
A-300,2,2016-02-19 16:16:51,39.765259,-84.13780200000002,0.01,True,Day
A-301,3,2016-02-19 17:41:00,40.10564,-82.949692,1.28,False,Day
A-302,2,2016-02-22 05:20:31,39.762531,-84.1427,0.01,False,Night
A-303,2,2016-02-22 06:11:53,41.428753,-83.61036700000002,0.0,False,Night
A-304,2,2016-02-22 06:54:32,39.985336,-82.78984100000002,0.01,False,Night
A-305,2,2016-02-22 07:09:58,39.955517,-82.87687700000002,0.01,True,Night
A-306,2,2016-02-22 07:14:44,39.858089,-82.827904,0.01,False,Night
A-307,2,2016-02-22 07:26:02,39.763615,-84.142586,0.0,False,Day
A-308,3,2016-02-22 07:24:22,39.933804,-82.78944399999997,0.01,False,Day
A-309,2,2016-02-22 07:37:59,40.136345,-83.00573,0.01,False,Day
A-310,2,2016-02-22 07:52:06,39.76516,-84.157234,0.01,True,Day
A-311,2,2016-02-22 07:51:22,39.772438,-84.14218100000002,0.0,False,Day
A-312,2,2016-02-22 08:04:43,39.981968,-83.008698,0.0,False,Day
A-313,2,2016-02-22 08:13:51,39.232101,-84.16014100000002,0.01,True,Day
A-314,3,2016-02-22 08:19:52,40.061661,-82.99807,0.01,False,Day
A-315,3,2016-02-22 08:41:13,40.082397,-82.906921,0.01,False,Day
A-316,2,2016-02-22 08:54:16,39.317173,-84.220894,0.01,False,Day
A-317,2,2016-02-22 09:06:02,39.690781,-84.205147,0.0,False,Day
A-318,2,2016-02-22 09:06:53,39.803726,-84.18514300000002,0.0,False,Day
A-319,2,2016-02-22 09:36:13,39.838779,-84.25831600000002,0.01,False,Day
A-320,2,2016-02-22 09:37:13,39.76144,-84.167038,0.0,False,Day
A-321,2,2016-02-22 10:03:03,39.740906,-84.182121,0.01,True,Day
A-322,2,2016-02-22 10:09:01,39.81963,-84.198273,0.01,True,Day
A-323,2,2016-02-22 10:27:46,39.79969000000001,-84.186996,0.0,True,Day
A-324,2,2016-02-22 11:17:40,39.72364,-84.1418,0.01,False,Day
A-325,2,2016-02-22 11:21:55,39.754055,-84.13889300000002,0.01,True,Day
A-326,2,2016-02-22 11:40:35,39.831997,-84.223694,0.01,False,Day
A-327,2,2016-02-22 14:21:00,41.403744,-82.282776,0.01,False,Day
A-328,2,2016-02-22 15:34:53,39.754055,-84.17588,0.01,False,Day
A-329,2,2016-02-22 16:57:30,39.630444,-84.19626600000002,0.0,False,Day
A-330,2,2016-02-22 16:57:56,39.801601,-84.194542,0.01,True,Day
A-331,2,2016-02-22 16:58:37,39.752647,-84.189774,0.01,True,Day
A-332,3,2016-02-23 06:53:21,39.933804,-82.78944399999997,0.01,False,Night
A-333,2,2016-02-23 07:02:00,39.571163,-84.202606,0.0,True,Night
A-334,2,2016-02-23 07:15:48,39.17505300000001,-84.236313,0.01,True,Night
A-335,2,2016-02-23 07:14:21,39.977322,-83.02109499999997,0.01,False,Day
A-336,2,2016-02-23 07:57:48,39.175728,-84.180763,0.01,False,Day
A-337,2,2016-02-23 07:54:29,39.68865200000001,-84.127998,0.01,True,Day
A-338,2,2016-02-23 08:17:30,39.628288,-84.226151,0.01,True,Day
A-339,3,2016-02-23 08:21:42,39.96764,-83.06081400000002,0.01,False,Day
A-340,2,2016-02-23 08:48:52,39.797958,-84.255135,0.01,True,Day
A-341,2,2016-02-23 09:46:46,39.783669,-84.155045,0.01,False,Day
A-342,2,2016-02-23 09:48:43,39.989044,-83.049088,0.01,True,Day
A-343,2,2016-02-23 09:54:16,39.819721,-84.191528,0.01,True,Day
A-344,2,2016-02-23 11:41:00,39.783089,-84.188911,0.01,True,Day
A-345,2,2016-02-23 13:34:22,39.590527,-84.17076899999998,0.01,False,Day
A-346,3,2016-02-23 16:30:45,41.40274,-81.817856,0.01,False,Day
A-347,3,2016-02-23 17:28:00,40.039909,-82.99683399999998,0.01,False,Day
A-348,3,2016-02-23 17:43:00,39.972336,-82.983917,0.01,False,Day
